"date","MNM","Parcela","Bloco","TOTAL_WAGB","composicao","manejo","espaca","trata"
1,"B2X",28,3,0.0603220220335353,"1:2","Intensive","3x2","1:2_3x2"
1,"B2X",39,4,1.04003311521662,"1:2","Intensive","3x2","1:2_3x2"
2,"A1U",1,1,6.43676779499268,"1:1","Usual","3x1","1:1_3x1"
2,"A1U",18,2,2.3001107832568,"1:1","Usual","3x1","1:1_3x1"
2,"A1U",21,3,2.78948234866475,"1:1","Usual","3x1","1:1_3x1"
2,"A1U",40,4,2.97865178315415,"1:1","Usual","3x1","1:1_3x1"
2,"A1X",3,1,12.303657534427,"1:1","Intensive","3x1","1:1_3x1"
2,"A1X",11,2,10.1168273711404,"1:1","Intensive","3x1","1:1_3x1"
2,"A1X",25,3,5.3160606244444,"1:1","Intensive","3x1","1:1_3x1"
2,"A1X",33,4,5.44137227572346,"1:1","Intensive","3x1","1:1_3x1"
2,"A2U",7,1,1.58706631795872,"1:1","Usual","3x2","1:1_3x2"
2,"A2U",13,2,0.945279147774816,"1:1","Usual","3x2","1:1_3x2"
2,"A2U",26,3,0.262292986753424,"1:1","Usual","3x2","1:1_3x2"
2,"A2U",36,4,0.575587781097139,"1:1","Usual","3x2","1:1_3x2"
2,"A2X",5,1,7.15844669368402,"1:1","Intensive","3x2","1:1_3x2"
2,"A2X",20,2,4.10259288021784,"1:1","Intensive","3x2","1:1_3x2"
2,"A2X",24,3,2.34461639447913,"1:1","Intensive","3x2","1:1_3x2"
2,"A2X",34,4,4.02865336180905,"1:1","Intensive","3x2","1:1_3x2"
2,"B1U",6,1,6.59519319660508,"1:2","Usual","3x1","1:2_3x1"
2,"B1U",16,2,3.00096761382134,"1:2","Usual","3x1","1:2_3x1"
2,"B1U",23,3,1.03599760736283,"1:2","Usual","3x1","1:2_3x1"
2,"B1U",38,4,2.112708458729,"1:2","Usual","3x1","1:2_3x1"
2,"B1X",4,1,13.7411289034912,"1:2","Intensive","3x1","1:2_3x1"
2,"B1X",12,2,9.53309821572568,"1:2","Intensive","3x1","1:2_3x1"
2,"B1X",22,3,9.65209325143589,"1:2","Intensive","3x1","1:2_3x1"
2,"B1X",35,4,6.55737253281617,"1:2","Intensive","3x1","1:2_3x1"
2,"B2U",8,1,2.20149375900278,"1:2","Usual","3x2","1:2_3x2"
2,"B2U",19,2,1.22221658000245,"1:2","Usual","3x2","1:2_3x2"
2,"B2U",29,3,0.111196599320998,"1:2","Usual","3x2","1:2_3x2"
2,"B2U",37,4,0.594343458292633,"1:2","Usual","3x2","1:2_3x2"
2,"B2X",2,1,10.6345870789968,"1:2","Intensive","3x2","1:2_3x2"
2,"B2X",15,2,8.21930055773278,"1:2","Intensive","3x2","1:2_3x2"
2,"B2X",28,3,1.90569599859194,"1:2","Intensive","3x2","1:2_3x2"
2,"B2X",39,4,5.94356609548193,"1:2","Intensive","3x2","1:2_3x2"
3,"A1U",1,1,8.41911812708324,"1:1","Usual","3x1","1:1_3x1"
3,"A1U",18,2,2.19726034670187,"1:1","Usual","3x1","1:1_3x1"
3,"A1U",21,3,3.02325819855768,"1:1","Usual","3x1","1:1_3x1"
3,"A1U",40,4,3.24982052518164,"1:1","Usual","3x1","1:1_3x1"
3,"A1X",3,1,16.2626345747851,"1:1","Intensive","3x1","1:1_3x1"
3,"A1X",11,2,11.5846748616292,"1:1","Intensive","3x1","1:1_3x1"
3,"A1X",25,3,9.4541613647064,"1:1","Intensive","3x1","1:1_3x1"
3,"A1X",33,4,7.5618794246963,"1:1","Intensive","3x1","1:1_3x1"
3,"A2U",7,1,1.57994359800231,"1:1","Usual","3x2","1:1_3x2"
3,"A2U",13,2,1.0883912154118,"1:1","Usual","3x2","1:1_3x2"
3,"A2U",26,3,0.308907671366445,"1:1","Usual","3x2","1:1_3x2"
3,"A2U",36,4,0.733368388778542,"1:1","Usual","3x2","1:1_3x2"
3,"A2X",5,1,11.6699291957418,"1:1","Intensive","3x2","1:1_3x2"
3,"A2X",20,2,6.84647436142942,"1:1","Intensive","3x2","1:1_3x2"
3,"A2X",24,3,5.08756344337116,"1:1","Intensive","3x2","1:1_3x2"
3,"A2X",34,4,5.43715893603913,"1:1","Intensive","3x2","1:1_3x2"
3,"B1U",6,1,6.85491414694534,"1:2","Usual","3x1","1:2_3x1"
3,"B1U",16,2,2.82756974720604,"1:2","Usual","3x1","1:2_3x1"
3,"B1U",23,3,0.947556673048409,"1:2","Usual","3x1","1:2_3x1"
3,"B1U",38,4,2.32947096665468,"1:2","Usual","3x1","1:2_3x1"
3,"B1X",4,1,14.6809450369779,"1:2","Intensive","3x1","1:2_3x1"
3,"B1X",12,2,11.1592255541372,"1:2","Intensive","3x1","1:2_3x1"
3,"B1X",22,3,14.2920136436136,"1:2","Intensive","3x1","1:2_3x1"
3,"B1X",35,4,8.60833289825268,"1:2","Intensive","3x1","1:2_3x1"
3,"B2U",8,1,2.56239586316342,"1:2","Usual","3x2","1:2_3x2"
3,"B2U",19,2,1.2402093262369,"1:2","Usual","3x2","1:2_3x2"
3,"B2U",29,3,0.0901391461239814,"1:2","Usual","3x2","1:2_3x2"
3,"B2U",37,4,0.45428043411357,"1:2","Usual","3x2","1:2_3x2"
3,"B2X",2,1,15.2074442200567,"1:2","Intensive","3x2","1:2_3x2"
3,"B2X",15,2,10.2059539683493,"1:2","Intensive","3x2","1:2_3x2"
3,"B2X",28,3,4.02974710043805,"1:2","Intensive","3x2","1:2_3x2"
3,"B2X",39,4,9.83602066655334,"1:2","Intensive","3x2","1:2_3x2"
4,"A1U",1,1,13.8252436722512,"1:1","Usual","3x1","1:1_3x1"
4,"A1U",18,2,3.58207123764017,"1:1","Usual","3x1","1:1_3x1"
4,"A1U",21,3,4.69167310703178,"1:1","Usual","3x1","1:1_3x1"
4,"A1U",40,4,5.73008850727247,"1:1","Usual","3x1","1:1_3x1"
4,"A1X",3,1,24.396489976354,"1:1","Intensive","3x1","1:1_3x1"
4,"A1X",11,2,16.612757233224,"1:1","Intensive","3x1","1:1_3x1"
4,"A1X",25,3,15.1429142635008,"1:1","Intensive","3x1","1:1_3x1"
4,"A1X",33,4,12.2864467088092,"1:1","Intensive","3x1","1:1_3x1"
4,"A2U",7,1,2.83302026274795,"1:1","Usual","3x2","1:1_3x2"
4,"A2U",13,2,1.7839181085464,"1:1","Usual","3x2","1:1_3x2"
4,"A2U",26,3,0.589045861988604,"1:1","Usual","3x2","1:1_3x2"
4,"A2U",36,4,1.4243379141398,"1:1","Usual","3x2","1:1_3x2"
4,"A2X",5,1,16.2542776851404,"1:1","Intensive","3x2","1:1_3x2"
4,"A2X",20,2,12.0224650443566,"1:1","Intensive","3x2","1:1_3x2"
4,"A2X",24,3,8.73629568726254,"1:1","Intensive","3x2","1:1_3x2"
4,"A2X",34,4,9.37708630029992,"1:1","Intensive","3x2","1:1_3x2"
4,"B1U",6,1,8.85201489717745,"1:2","Usual","3x1","1:2_3x1"
4,"B1U",16,2,3.77249599939475,"1:2","Usual","3x1","1:2_3x1"
4,"B1U",23,3,1.35081162504087,"1:2","Usual","3x1","1:2_3x1"
4,"B1U",38,4,4.22044837286579,"1:2","Usual","3x1","1:2_3x1"
4,"B1X",4,1,20.8585178258679,"1:2","Intensive","3x1","1:2_3x1"
4,"B1X",12,2,16.9975522559317,"1:2","Intensive","3x1","1:2_3x1"
4,"B1X",22,3,19.4635513127033,"1:2","Intensive","3x1","1:2_3x1"
4,"B1X",35,4,11.8817927724352,"1:2","Intensive","3x1","1:2_3x1"
4,"B2U",8,1,4.55131865533079,"1:2","Usual","3x2","1:2_3x2"
4,"B2U",19,2,2.3252378683393,"1:2","Usual","3x2","1:2_3x2"
4,"B2U",29,3,0.133656007559715,"1:2","Usual","3x2","1:2_3x2"
4,"B2U",37,4,0.885021865580037,"1:2","Usual","3x2","1:2_3x2"
4,"B2X",2,1,20.3565499843812,"1:2","Intensive","3x2","1:2_3x2"
4,"B2X",15,2,16.0762665496796,"1:2","Intensive","3x2","1:2_3x2"
4,"B2X",28,3,8.27954614634077,"1:2","Intensive","3x2","1:2_3x2"
4,"B2X",39,4,13.2692502766491,"1:2","Intensive","3x2","1:2_3x2"
5,"A1U",1,1,17.583093406472,"1:1","Usual","3x1","1:1_3x1"
5,"A1U",18,2,4.80362868162948,"1:1","Usual","3x1","1:1_3x1"
5,"A1U",21,3,5.69430513651792,"1:1","Usual","3x1","1:1_3x1"
5,"A1U",40,4,7.49773670613087,"1:1","Usual","3x1","1:1_3x1"
5,"A1X",3,1,24.7262246011876,"1:1","Intensive","3x1","1:1_3x1"
5,"A1X",11,2,18.0014611816614,"1:1","Intensive","3x1","1:1_3x1"
5,"A1X",25,3,15.867854707149,"1:1","Intensive","3x1","1:1_3x1"
5,"A1X",33,4,13.6323605890515,"1:1","Intensive","3x1","1:1_3x1"
5,"A2U",7,1,3.38816074126697,"1:1","Usual","3x2","1:1_3x2"
5,"A2U",13,2,1.94727859884583,"1:1","Usual","3x2","1:1_3x2"
5,"A2U",26,3,0.897851120318441,"1:1","Usual","3x2","1:1_3x2"
5,"A2U",36,4,1.81442689134469,"1:1","Usual","3x2","1:1_3x2"
5,"A2X",5,1,21.7172231882696,"1:1","Intensive","3x2","1:1_3x2"
5,"A2X",20,2,15.0331453454866,"1:1","Intensive","3x2","1:1_3x2"
5,"A2X",24,3,11.3202877968541,"1:1","Intensive","3x2","1:1_3x2"
5,"A2X",34,4,12.2249225868845,"1:1","Intensive","3x2","1:1_3x2"
5,"B1U",6,1,10.4458486862578,"1:2","Usual","3x1","1:2_3x1"
5,"B1U",16,2,4.42729527516395,"1:2","Usual","3x1","1:2_3x1"
5,"B1U",23,3,1.90023639740602,"1:2","Usual","3x1","1:2_3x1"
5,"B1U",38,4,5.32691634549741,"1:2","Usual","3x1","1:2_3x1"
5,"B1X",4,1,20.9910561797424,"1:2","Intensive","3x1","1:2_3x1"
5,"B1X",12,2,18.4988179661426,"1:2","Intensive","3x1","1:2_3x1"
5,"B1X",22,3,22.8194510184074,"1:2","Intensive","3x1","1:2_3x1"
5,"B1X",35,4,15.1840735740262,"1:2","Intensive","3x1","1:2_3x1"
5,"B2U",8,1,6.08100309728813,"1:2","Usual","3x2","1:2_3x2"
5,"B2U",19,2,2.60869802050861,"1:2","Usual","3x2","1:2_3x2"
5,"B2U",29,3,0.197174927041714,"1:2","Usual","3x2","1:2_3x2"
5,"B2U",37,4,1.04170604733452,"1:2","Usual","3x2","1:2_3x2"
5,"B2X",2,1,26.4842227745786,"1:2","Intensive","3x2","1:2_3x2"
5,"B2X",15,2,19.3421869511707,"1:2","Intensive","3x2","1:2_3x2"
5,"B2X",28,3,11.836545149674,"1:2","Intensive","3x2","1:2_3x2"
5,"B2X",39,4,18.330297297913,"1:2","Intensive","3x2","1:2_3x2"
6,"A1U",1,1,25.9282026315465,"1:1","Usual","3x1","1:1_3x1"
6,"A1U",18,2,7.14392862098846,"1:1","Usual","3x1","1:1_3x1"
6,"A1U",21,3,8.28555421070108,"1:1","Usual","3x1","1:1_3x1"
6,"A1U",40,4,13.5709292958609,"1:1","Usual","3x1","1:1_3x1"
6,"A1X",3,1,36.5092954005867,"1:1","Intensive","3x1","1:1_3x1"
6,"A1X",11,2,26.6260132998228,"1:1","Intensive","3x1","1:1_3x1"
6,"A1X",25,3,21.4183046109033,"1:1","Intensive","3x1","1:1_3x1"
6,"A1X",33,4,17.1340252140736,"1:1","Intensive","3x1","1:1_3x1"
6,"A2U",7,1,4.84662408008876,"1:1","Usual","3x2","1:1_3x2"
6,"A2U",13,2,2.50254463437017,"1:1","Usual","3x2","1:1_3x2"
6,"A2U",26,3,1.45535194183308,"1:1","Usual","3x2","1:1_3x2"
6,"A2U",36,4,3.30718070307657,"1:1","Usual","3x2","1:1_3x2"
6,"A2X",5,1,24.7353542935069,"1:1","Intensive","3x2","1:1_3x2"
6,"A2X",20,2,19.8693911869224,"1:1","Intensive","3x2","1:1_3x2"
6,"A2X",24,3,17.8359691331331,"1:1","Intensive","3x2","1:1_3x2"
6,"A2X",34,4,15.3717080967537,"1:1","Intensive","3x2","1:1_3x2"
6,"B1U",6,1,14.9046630205938,"1:2","Usual","3x1","1:2_3x1"
6,"B1U",16,2,6.01207505212574,"1:2","Usual","3x1","1:2_3x1"
6,"B1U",23,3,3.33338409659045,"1:2","Usual","3x1","1:2_3x1"
6,"B1U",38,4,8.73227028745459,"1:2","Usual","3x1","1:2_3x1"
6,"B1X",4,1,25.4429248872003,"1:2","Intensive","3x1","1:2_3x1"
6,"B1X",12,2,23.4408011398678,"1:2","Intensive","3x1","1:2_3x1"
6,"B1X",22,3,28.6152674894704,"1:2","Intensive","3x1","1:2_3x1"
6,"B1X",35,4,18.0322953201144,"1:2","Intensive","3x1","1:2_3x1"
6,"B2U",8,1,8.42241993733244,"1:2","Usual","3x2","1:2_3x2"
6,"B2U",19,2,3.48290078986409,"1:2","Usual","3x2","1:2_3x2"
6,"B2U",29,3,0.344297279176737,"1:2","Usual","3x2","1:2_3x2"
6,"B2U",37,4,1.76829569982018,"1:2","Usual","3x2","1:2_3x2"
6,"B2X",2,1,28.4959179967064,"1:2","Intensive","3x2","1:2_3x2"
6,"B2X",15,2,23.1223136449907,"1:2","Intensive","3x2","1:2_3x2"
6,"B2X",28,3,18.4165830580648,"1:2","Intensive","3x2","1:2_3x2"
6,"B2X",39,4,20.6840245581674,"1:2","Intensive","3x2","1:2_3x2"
7,"A1U",1,1,31.2332287040925,"1:1","Usual","3x1","1:1_3x1"
7,"A1U",18,2,10.298706542904,"1:1","Usual","3x1","1:1_3x1"
7,"A1U",21,3,8.68754256239815,"1:1","Usual","3x1","1:1_3x1"
7,"A1U",40,4,17.633692984159,"1:1","Usual","3x1","1:1_3x1"
7,"A1X",3,1,38.965115028866,"1:1","Intensive","3x1","1:1_3x1"
7,"A1X",11,2,28.1993514721878,"1:1","Intensive","3x1","1:1_3x1"
7,"A1X",25,3,26.6818851865115,"1:1","Intensive","3x1","1:1_3x1"
7,"A1X",33,4,19.3704773954717,"1:1","Intensive","3x1","1:1_3x1"
7,"A2U",7,1,6.06274327550326,"1:1","Usual","3x2","1:1_3x2"
7,"A2U",13,2,2.96688692352057,"1:1","Usual","3x2","1:1_3x2"
7,"A2U",26,3,1.83950644158819,"1:1","Usual","3x2","1:1_3x2"
7,"A2U",36,4,3.91633131111527,"1:1","Usual","3x2","1:1_3x2"
7,"A2X",5,1,28.9534170735774,"1:1","Intensive","3x2","1:1_3x2"
7,"A2X",20,2,23.7268663813291,"1:1","Intensive","3x2","1:1_3x2"
7,"A2X",24,3,20.7509523344192,"1:1","Intensive","3x2","1:1_3x2"
7,"A2X",34,4,16.5972352735112,"1:1","Intensive","3x2","1:1_3x2"
7,"B1U",6,1,17.0109612192691,"1:2","Usual","3x1","1:2_3x1"
7,"B1U",16,2,8.34362510524264,"1:2","Usual","3x1","1:2_3x1"
7,"B1U",23,3,4.41686496436112,"1:2","Usual","3x1","1:2_3x1"
7,"B1U",38,4,9.95493756124194,"1:2","Usual","3x1","1:2_3x1"
7,"B1X",4,1,31.8172417453204,"1:2","Intensive","3x1","1:2_3x1"
7,"B1X",12,2,26.4200875362994,"1:2","Intensive","3x1","1:2_3x1"
7,"B1X",22,3,29.6411932391472,"1:2","Intensive","3x1","1:2_3x1"
7,"B1X",35,4,19.2547579291231,"1:2","Intensive","3x1","1:2_3x1"
7,"B2U",8,1,8.42241993733244,"1:2","Usual","3x2","1:2_3x2"
7,"B2U",19,2,5.21082044491862,"1:2","Usual","3x2","1:2_3x2"
7,"B2U",29,3,0.464630850733274,"1:2","Usual","3x2","1:2_3x2"
7,"B2U",37,4,2.5933481940962,"1:2","Usual","3x2","1:2_3x2"
7,"B2X",2,1,40.3501745003682,"1:2","Intensive","3x2","1:2_3x2"
7,"B2X",15,2,26.2206173802144,"1:2","Intensive","3x2","1:2_3x2"
7,"B2X",28,3,20.5507540839201,"1:2","Intensive","3x2","1:2_3x2"
7,"B2X",39,4,27.6736696653011,"1:2","Intensive","3x2","1:2_3x2"
8,"A1U",1,1,38.8508659880731,"1:1","Usual","3x1","1:1_3x1"
8,"A1U",18,2,12.0458801561985,"1:1","Usual","3x1","1:1_3x1"
8,"A1U",21,3,14.0005904555928,"1:1","Usual","3x1","1:1_3x1"
8,"A1U",40,4,24.7725620453437,"1:1","Usual","3x1","1:1_3x1"
8,"A1X",3,1,44.8264653857348,"1:1","Intensive","3x1","1:1_3x1"
8,"A1X",11,2,36.2986840568705,"1:1","Intensive","3x1","1:1_3x1"
8,"A1X",25,3,31.7366342811645,"1:1","Intensive","3x1","1:1_3x1"
8,"A1X",33,4,25.6297368166736,"1:1","Intensive","3x1","1:1_3x1"
8,"A2U",7,1,7.6233979466644,"1:1","Usual","3x2","1:1_3x2"
8,"A2U",13,2,4.78511988117639,"1:1","Usual","3x2","1:1_3x2"
8,"A2U",26,3,2.7558171177239,"1:1","Usual","3x2","1:1_3x2"
8,"A2U",36,4,5.62446383792831,"1:1","Usual","3x2","1:1_3x2"
8,"A2X",5,1,35.426669583334,"1:1","Intensive","3x2","1:1_3x2"
8,"A2X",20,2,25.4168341702854,"1:1","Intensive","3x2","1:1_3x2"
8,"A2X",24,3,24.0325905334071,"1:1","Intensive","3x2","1:1_3x2"
8,"A2X",34,4,20.6126559760932,"1:1","Intensive","3x2","1:1_3x2"
8,"B1U",6,1,20.6725027750258,"1:2","Usual","3x1","1:2_3x1"
8,"B1U",16,2,10.9748385016492,"1:2","Usual","3x1","1:2_3x1"
8,"B1U",23,3,6.71268049334513,"1:2","Usual","3x1","1:2_3x1"
8,"B1U",38,4,13.5219389112068,"1:2","Usual","3x1","1:2_3x1"
8,"B1X",4,1,39.9895894222652,"1:2","Intensive","3x1","1:2_3x1"
8,"B1X",12,2,37.8847748929892,"1:2","Intensive","3x1","1:2_3x1"
8,"B1X",22,3,40.7150059327431,"1:2","Intensive","3x1","1:2_3x1"
8,"B1X",35,4,25.3781227711455,"1:2","Intensive","3x1","1:2_3x1"
8,"B2U",8,1,14.3998377031284,"1:2","Usual","3x2","1:2_3x2"
8,"B2U",19,2,6.92810278028935,"1:2","Usual","3x2","1:2_3x2"
8,"B2U",29,3,0.616242203212349,"1:2","Usual","3x2","1:2_3x2"
8,"B2U",37,4,3.47523942812029,"1:2","Usual","3x2","1:2_3x2"
8,"B2X",2,1,42.9626981790442,"1:2","Intensive","3x2","1:2_3x2"
8,"B2X",15,2,31.9668547652144,"1:2","Intensive","3x2","1:2_3x2"
8,"B2X",28,3,29.0177679849255,"1:2","Intensive","3x2","1:2_3x2"
8,"B2X",39,4,31.0887129398098,"1:2","Intensive","3x2","1:2_3x2"
9,"A1U",1,1,41.0795762485606,"1:1","Usual","3x1","1:1_3x1"
9,"A1U",18,2,14.8771099723215,"1:1","Usual","3x1","1:1_3x1"
9,"A1U",21,3,16.4091105449214,"1:1","Usual","3x1","1:1_3x1"
9,"A1U",40,4,28.393832072937,"1:1","Usual","3x1","1:1_3x1"
9,"A1X",3,1,46.1731265954728,"1:1","Intensive","3x1","1:1_3x1"
9,"A1X",11,2,39.091315585115,"1:1","Intensive","3x1","1:1_3x1"
9,"A1X",25,3,34.3494668811335,"1:1","Intensive","3x1","1:1_3x1"
9,"A1X",33,4,28.1825762912753,"1:1","Intensive","3x1","1:1_3x1"
9,"A2U",7,1,9.9240550637588,"1:1","Usual","3x2","1:1_3x2"
9,"A2U",13,2,4.74501409221581,"1:1","Usual","3x2","1:1_3x2"
9,"A2U",26,3,3.75436415337922,"1:1","Usual","3x2","1:1_3x2"
9,"A2U",36,4,6.97318999102075,"1:1","Usual","3x2","1:1_3x2"
9,"A2X",5,1,39.4462688681362,"1:1","Intensive","3x2","1:1_3x2"
9,"A2X",20,2,25.3688625660816,"1:1","Intensive","3x2","1:1_3x2"
9,"A2X",24,3,22.9017324756615,"1:1","Intensive","3x2","1:1_3x2"
9,"A2X",34,4,27.0041611752872,"1:1","Intensive","3x2","1:1_3x2"
9,"B1U",6,1,23.3012723629686,"1:2","Usual","3x1","1:2_3x1"
9,"B1U",16,2,12.9980371731033,"1:2","Usual","3x1","1:2_3x1"
9,"B1U",23,3,8.91423604873127,"1:2","Usual","3x1","1:2_3x1"
9,"B1U",38,4,18.779834008967,"1:2","Usual","3x1","1:2_3x1"
9,"B1X",4,1,39.043847219571,"1:2","Intensive","3x1","1:2_3x1"
9,"B1X",12,2,37.108035461633,"1:2","Intensive","3x1","1:2_3x1"
9,"B1X",22,3,45.3030985702051,"1:2","Intensive","3x1","1:2_3x1"
9,"B1X",35,4,29.9892278125126,"1:2","Intensive","3x1","1:2_3x1"
9,"B2U",8,1,13.4830916992622,"1:2","Usual","3x2","1:2_3x2"
9,"B2U",19,2,7.09876330850788,"1:2","Usual","3x2","1:2_3x2"
9,"B2U",29,3,0.861067914378134,"1:2","Usual","3x2","1:2_3x2"
9,"B2U",37,4,5.84183694474352,"1:2","Usual","3x2","1:2_3x2"
9,"B2X",2,1,45.2336860165948,"1:2","Intensive","3x2","1:2_3x2"
9,"B2X",15,2,35.346582578027,"1:2","Intensive","3x2","1:2_3x2"
9,"B2X",28,3,34.5223418197196,"1:2","Intensive","3x2","1:2_3x2"
9,"B2X",39,4,33.3300403546193,"1:2","Intensive","3x2","1:2_3x2"
10,"A1U",1,1,48.9718358990577,"1:1","Usual","3x1","1:1_3x1"
10,"A1U",18,2,20.730252452379,"1:1","Usual","3x1","1:1_3x1"
10,"A1U",21,3,19.5854728564441,"1:1","Usual","3x1","1:1_3x1"
10,"A1U",40,4,30.7659949056433,"1:1","Usual","3x1","1:1_3x1"
10,"A1X",3,1,54.8891423275675,"1:1","Intensive","3x1","1:1_3x1"
10,"A1X",11,2,47.6194361502465,"1:1","Intensive","3x1","1:1_3x1"
10,"A1X",25,3,43.4755069953717,"1:1","Intensive","3x1","1:1_3x1"
10,"A1X",33,4,32.6548993129155,"1:1","Intensive","3x1","1:1_3x1"
10,"A2U",7,1,13.6857735036723,"1:1","Usual","3x2","1:1_3x2"
10,"A2U",13,2,6.44591002602496,"1:1","Usual","3x2","1:1_3x2"
10,"A2U",26,3,7.00246194803532,"1:1","Usual","3x2","1:1_3x2"
10,"A2U",36,4,9.10267767647526,"1:1","Usual","3x2","1:1_3x2"
10,"A2X",5,1,41.4505259853123,"1:1","Intensive","3x2","1:1_3x2"
10,"A2X",20,2,31.3390381277546,"1:1","Intensive","3x2","1:1_3x2"
10,"A2X",24,3,26.8871252878125,"1:1","Intensive","3x2","1:1_3x2"
10,"A2X",34,4,28.4645836252099,"1:1","Intensive","3x2","1:1_3x2"
10,"B1U",6,1,26.3621952286488,"1:2","Usual","3x1","1:2_3x1"
10,"B1U",16,2,16.8589741581175,"1:2","Usual","3x1","1:2_3x1"
10,"B1U",23,3,12.2321376568872,"1:2","Usual","3x1","1:2_3x1"
10,"B1U",38,4,22.8457823417911,"1:2","Usual","3x1","1:2_3x1"
10,"B1X",4,1,45.5250896653939,"1:2","Intensive","3x1","1:2_3x1"
10,"B1X",12,2,43.9890696585257,"1:2","Intensive","3x1","1:2_3x1"
10,"B1X",22,3,50.663085522284,"1:2","Intensive","3x1","1:2_3x1"
10,"B1X",35,4,31.2568493412124,"1:2","Intensive","3x1","1:2_3x1"
10,"B2U",8,1,17.5683288149857,"1:2","Usual","3x2","1:2_3x2"
10,"B2U",19,2,11.2307669923103,"1:2","Usual","3x2","1:2_3x2"
10,"B2U",29,3,1.71426682732958,"1:2","Usual","3x2","1:2_3x2"
10,"B2U",37,4,8.64859112025209,"1:2","Usual","3x2","1:2_3x2"
10,"B2X",2,1,57.0088052613421,"1:2","Intensive","3x2","1:2_3x2"
10,"B2X",15,2,43.6180237452322,"1:2","Intensive","3x2","1:2_3x2"
10,"B2X",28,3,38.0053784223834,"1:2","Intensive","3x2","1:2_3x2"
10,"B2X",39,4,38.7557957040511,"1:2","Intensive","3x2","1:2_3x2"
11,"A1U",1,1,51.4774513824114,"1:1","Usual","3x1","1:1_3x1"
11,"A1U",18,2,27.1178610875835,"1:1","Usual","3x1","1:1_3x1"
11,"A1U",21,3,26.7130501751731,"1:1","Usual","3x1","1:1_3x1"
11,"A1U",40,4,45.7894233801031,"1:1","Usual","3x1","1:1_3x1"
11,"A1X",3,1,58.2755308809555,"1:1","Intensive","3x1","1:1_3x1"
11,"A1X",11,2,53.3542958631997,"1:1","Intensive","3x1","1:1_3x1"
11,"A1X",25,3,40.8573876513869,"1:1","Intensive","3x1","1:1_3x1"
11,"A1X",33,4,37.6795522906931,"1:1","Intensive","3x1","1:1_3x1"
11,"A2U",7,1,18.0290951314545,"1:1","Usual","3x2","1:1_3x2"
11,"A2U",13,2,7.46978536707822,"1:1","Usual","3x2","1:1_3x2"
11,"A2U",26,3,10.0221125108509,"1:1","Usual","3x2","1:1_3x2"
11,"A2U",36,4,12.681398886876,"1:1","Usual","3x2","1:1_3x2"
11,"A2X",5,1,51.8571098537942,"1:1","Intensive","3x2","1:1_3x2"
11,"A2X",20,2,37.5927824585933,"1:1","Intensive","3x2","1:1_3x2"
11,"A2X",24,3,31.6278120437298,"1:1","Intensive","3x2","1:1_3x2"
